year_team,po_year,team_full,mean_age,mean_height,mean_weight,PtsSeason,OppPtsSeason,PtsDiff,Reb,Ast,Stl,Blk,To,Pf,Dreb,Oreb,playoffs
2012_Milwaukee Bucks,2012,Milwaukee Bucks,25.5625,202.2475,101.094317,99.0,98.7,0.29999999999999716,42.5,23.5,8.3,5.1,13.7,19.3,30.0,12.4,False
2012_Minnesota Timberwolves,2012,Minnesota Timberwolves,25.333333333333332,201.676,102.8746656,97.9,100.1,-2.1999999999999886,43.7,19.5,6.6,4.4,14.7,18.4,31.7,12.1,False
2012_New Jersey Nets,2012,New Jersey Nets,26.545454545454547,199.73636363636362,100.5943349090909,93.1,99.1,-6.0,40.3,19.9,7.5,3.9,14.3,19.2,28.5,11.8,False
2012_New Orleans Hornets,2012,New Orleans Hornets,25.904761904761905,202.11142857142858,102.36059466666666,89.6,93.4,-3.8000000000000114,41.1,20.7,7.4,4.8,14.6,20.1,30.2,11.0,False
2012_New York Knicks,2012,New York Knicks,27.41176470588235,202.00470588235294,103.31224847058824,97.8,94.7,3.0999999999999943,41.6,19.6,9.2,4.0,15.4,21.3,30.3,11.3,True
2012_Oklahoma City Thunder,2012,Oklahoma City Thunder,26.375,199.54875,101.6329575,103.1,96.9,6.199999999999989,42.8,18.4,7.8,7.9,14.8,20.9,32.2,10.6,True
2012_Orlando Magic,2012,Orlando Magic,27.0,199.23125,99.79024,94.2,93.4,0.7999999999999972,42.2,19.8,6.8,4.2,14.0,17.8,31.0,11.1,True
2012_Philadelphia 76ers,2012,Philadelphia 76ers,26.625,202.565,99.7618905,93.6,89.4,4.199999999999989,42.9,21.4,7.9,5.2,10.8,17.7,32.2,10.7,True
2012_Phoenix Suns,2012,Phoenix Suns,29.076923076923077,200.66,98.63881415384616,98.4,98.6,-0.19999999999998863,41.7,22.5,6.5,5.5,13.5,18.7,30.8,10.9,False
2012_Portland Trail Blazers,2012,Portland Trail Blazers,26.642857142857142,200.87142857142857,100.26319714285715,97.2,97.8,-0.5999999999999943,40.7,20.4,8.0,4.9,13.8,19.0,29.5,11.1,False
2012_Sacramento Kings,2012,Sacramento Kings,25.0,200.29714285714286,98.91545542857143,98.8,104.4,-5.6000000000000085,42.9,19.3,8.5,4.9,13.9,19.5,29.5,13.4,False
2012_San Antonio Spurs,2012,San Antonio Spurs,27.36842105263158,199.32315789473682,99.90960631578947,103.7,96.5,7.200000000000003,42.6,23.1,7.3,4.5,13.3,17.9,32.5,10.1,True
2012_Toronto Raptors,2012,Toronto Raptors,27.176470588235293,200.80941176470589,102.37838258823528,90.7,94.0,-3.299999999999997,42.0,20.9,6.5,4.8,14.5,23.2,31.4,10.6,False
2012_Utah Jazz,2012,Utah Jazz,26.733333333333334,199.30533333333332,99.63904266666667,99.7,99.0,0.7000000000000028,44.4,21.5,8.2,5.9,13.5,21.7,31.2,13.2,True
2012_Washington Wizards,2012,Washington Wizards,26.166666666666668,202.21222222222224,103.59537288888889,93.6,98.4,-4.800000000000011,41.7,19.1,8.0,6.3,14.6,21.3,29.9,11.7,False
2013_Atlanta Hawks,2013,Atlanta Hawks,27.1875,199.86625,102.455093,98.0,97.5,0.5,40.7,24.1,8.1,4.4,14.1,18.4,31.5,9.2,True
2013_Brooklyn Nets,2013,Brooklyn Nets,28.058823529411764,200.5105882352941,101.57792611764705,96.9,95.1,1.8000000000000114,42.7,20.3,7.2,4.8,13.7,18.4,30.0,12.7,True
2013_Boston Celtics,2013,Boston Celtics,27.88235294117647,200.80941176470589,102.43174635294118,96.5,96.7,-0.20000000000000284,39.3,22.3,8.1,4.4,14.1,21.0,31.4,7.9,True
2013_Charlotte Bobcats,2013,Charlotte Bobcats,26.666666666666668,200.6977777777778,100.90685777777777,93.4,102.7,-9.299999999999997,40.3,19.4,7.2,5.8,14.1,19.0,29.1,11.2,False
2013_Chicago Bulls,2013,Chicago Bulls,28.428571428571427,199.93428571428572,98.202668,93.2,92.9,0.29999999999999716,42.9,22.6,7.1,5.0,13.6,20.1,30.4,12.4,True
2013_Cleveland Cavaliers,2013,Cleveland Cavaliers,25.4375,200.3425,101.1793655,96.5,101.2,-4.700000000000003,41.0,20.7,7.9,4.1,13.4,21.2,28.8,12.2,False
2013_Dallas Mavericks,2013,Dallas Mavericks,28.476190476190474,197.75714285714284,99.46624571428572,101.1,101.7,-0.6000000000000085,41.9,23.2,8.0,5.5,13.5,20.7,32.5,9.4,False
2013_Denver Nuggets,2013,Denver Nuggets,25.0,202.86133333333333,99.48784533333334,106.1,101.1,5.0,44.6,24.2,9.3,6.2,14.7,20.7,31.4,13.2,True
2013_Detroit Pistons,2013,Detroit Pistons,25.928571428571427,200.66,102.05820000000001,94.9,98.8,-3.8999999999999915,42.1,21.2,7.0,4.9,14.6,19.8,30.0,12.1,False
2013_Golden State Warriors,2013,Golden State Warriors,26.0,201.02285714285716,101.02141828571429,101.2,100.3,0.9000000000000057,45.1,22.4,6.9,4.3,14.9,21.7,34.2,10.9,True
2013_Houston Rockets,2013,Houston Rockets,24.642857142857142,201.20428571428573,100.56782628571429,106.0,102.5,3.5,43.4,22.8,8.1,4.5,15.8,20.5,32.4,11.1,True
2013_Indiana Pacers,2013,Indiana Pacers,26.1875,201.45375,103.702471,94.7,90.7,4.0,45.8,19.8,6.8,6.0,14.7,20.5,33.0,12.8,True
2013_Los Angeles Clippers,2013,Los Angeles Clippers,29.533333333333335,199.136,100.697424,101.1,94.6,6.5,41.3,23.5,9.3,5.6,13.7,21.4,30.0,11.3,True
2013_Los Angeles Lakers,2013,Los Angeles Lakers,28.5,199.7075,99.3082985,102.2,101.0,1.2000000000000028,44.6,22.0,7.0,5.2,14.7,17.9,33.2,11.3,True
2013_Memphis Grizzlies,2013,Memphis Grizzlies,26.125,200.81875,100.073735,93.4,89.3,4.1000000000000085,42.6,20.7,8.4,5.2,12.7,20.5,29.8,12.7,True
2013_Miami Heat,2013,Miami Heat,30.875,202.08875,102.568491,102.9,95.0,7.900000000000006,38.5,22.5,8.6,5.4,13.1,19.5,29.9,8.6,True
2013_Milwaukee Bucks,2013,Milwaukee Bucks,27.733333333333334,202.692,100.0623952,98.9,100.4,-1.5,43.5,22.7,8.4,6.5,13.7,19.0,30.7,12.8,True
2013_Minnesota Timberwolves,2013,Minnesota Timberwolves,27.055555555555557,199.81333333333333,98.58066133333334,95.7,98.1,-2.3999999999999915,42.0,22.4,8.5,4.7,14.1,18.4,30.2,11.9,False
2013_New Orleans Hornets,2013,New Orleans Hornets,24.764705882352942,200.80941176470589,99.41669364705882,94.1,97.9,-3.8000000000000114,41.6,21.0,6.3,5.4,13.7,20.4,29.6,12.0,False
2013_New York Knicks,2013,New York Knicks,32.05555555555556,203.2,103.39377644444444,100.0,95.7,4.299999999999997,40.4,18.7,8.3,3.7,11.5,20.6,29.6,10.8,True
2013_Oklahoma City Thunder,2013,Oklahoma City Thunder,26.266666666666666,202.18400000000003,101.81628426666666,105.7,96.5,9.200000000000003,43.5,21.0,8.0,7.5,14.5,20.7,33.2,10.3,True
2013_Orlando Magic,2013,Orlando Magic,25.571428571428573,200.8414285714286,102.05820000000001,94.1,101.1,-7.0,42.7,22.8,6.4,4.4,14.0,19.4,31.9,10.9,False
2013_Philadelphia 76ers,2013,Philadelphia 76ers,26.666666666666668,200.66,102.17915786666667,93.2,96.5,-3.299999999999997,41.4,22.8,7.4,4.7,12.5,18.3,30.4,10.9,False
2013_Phoenix Suns,2013,Phoenix Suns,26.6,203.2,103.23753919999999,95.2,101.6,-6.3999999999999915,41.6,22.6,8.0,5.3,15.0,20.6,29.9,11.7,False
2013_Portland Trail Blazers,2013,Portland Trail Blazers,25.333333333333332,200.99866666666668,97.09892746666667,97.5,100.7,-3.200000000000003,40.8,21.8,6.6,4.3,14.2,18.5,30.2,10.7,False
2013_Sacramento Kings,2013,Sacramento Kings,25.642857142857142,199.39000000000001,99.95223714285714,100.2,105.1,-4.8999999999999915,40.6,20.8,8.2,4.2,14.1,20.9,29.1,11.5,False
2013_San Antonio Spurs,2013,San Antonio Spurs,28.466666666666665,199.47466666666665,100.39502933333333,103.0,96.6,6.400000000000006,41.6,24.4,8.3,5.3,13.8,17.7,33.1,8.5,True
2013_Toronto Raptors,2013,Toronto Raptors,26.266666666666666,199.47466666666665,98.48994293333334,97.2,98.7,-1.5,40.2,21.5,7.3,4.8,13.2,22.4,29.6,10.6,False
2013_Utah Jazz,2013,Utah Jazz,26.5,199.93428571428572,100.72982342857142,98.0,98.1,-0.09999999999999432,42.0,22.7,8.4,6.3,14.2,21.4,30.0,12.1,False
2013_Washington Wizards,2013,Washington Wizards,26.071428571428573,202.4742857142857,103.25697885714285,93.2,95.8,-2.5999999999999943,43.2,21.6,7.3,4.6,14.6,20.5,32.3,10.8,False
2014_Atlanta Hawks,2014,Atlanta Hawks,27.125,200.50125,102.568491,101.0,101.5,-0.5,39.9,24.3,8.2,4.0,14.4,19.4,31.2,8.7,True
2014_Brooklyn Nets,2014,Brooklyn Nets,29.529411764705884,200.66000000000003,101.09765223529412,98.5,99.5,-1.0,38.1,20.6,8.4,3.7,13.7,21.8,29.1,8.9,True
2014_Boston Celtics,2014,Boston Celtics,26.25,198.59625,99.9319875,96.2,100.7,-4.5,42.5,21.0,7.1,4.2,14.4,21.2,30.5,12.0,False
2014_Charlotte Bobcats,2014,Charlotte Bobcats,26.866666666666667,198.96666666666667,100.99981866666667,96.9,97.1,-0.19999999999998863,42.5,21.6,6.0,5.1,11.7,18.3,33.1,9.4,True
2014_Chicago Bulls,2014,Chicago Bulls,28.625,200.025,98.6279105,93.7,91.8,1.9000000000000057,44.0,22.5,7.1,5.1,13.9,19.3,32.6,11.5,True
2014_Cleveland Cavaliers,2014,Cleveland Cavaliers,24.88888888888889,200.66,101.73060577777778,98.2,101.5,-3.299999999999997,44.1,21.2,7.1,3.7,13.5,20.0,32.1,12.0,False
2014_Dallas Mavericks,2014,Dallas Mavericks,28.733333333333334,198.28933333333333,98.21778773333334,104.8,102.4,2.3999999999999915,40.9,23.2,8.4,4.3,13.0,20.0,30.5,10.4,True
2014_Denver Nuggets,2014,Denver Nuggets,25.714285714285715,200.47857142857143,99.66064228571429,104.4,106.5,-2.0999999999999943,45.4,22.4,7.5,5.6,15.4,23.0,33.1,12.3,False
2014_Detroit Pistons,2014,Detroit Pistons,26.066666666666666,199.64399999999998,100.45550826666667,101.0,104.7,-3.700000000000003,45.4,20.9,8.4,4.8,13.9,20.3,30.8,14.6,False
2014_Golden State Warriors,2014,Golden State Warriors,27.285714285714285,202.11142857142858,100.17903314285715,104.3,99.5,4.799999999999997,45.1,23.4,7.8,4.9,15.1,22.0,34.0,11.1,True
2014_Houston Rockets,2014,Houston Rockets,25.125,201.45375,101.0092685,107.7,103.1,4.6000000000000085,45.6,21.2,7.5,5.6,15.3,20.8,34.0,11.6,True
2014_Indiana Pacers,2014,Indiana Pacers,27.733333333333334,202.35333333333335,105.3240624,96.7,92.3,4.400000000000006,43.7,19.9,6.8,5.2,14.1,20.5,33.9,9.8,True
2014_Los Angeles Clippers,2014,Los Angeles Clippers,29.77777777777778,199.67222222222222,99.41224666666668,107.9,101.0,6.900000000000006,42.6,24.5,8.7,4.8,13.2,21.9,32.0,10.6,True
2014_Los Angeles Lakers,2014,Los Angeles Lakers,27.333333333333332,200.94222222222223,98.429464,103.0,109.2,-6.200000000000003,41.0,24.5,7.5,5.5,14.8,19.8,32.0,9.1,False
2014_Memphis Grizzlies,2014,Memphis Grizzlies,27.75,200.9775,100.810822,96.1,94.6,1.5,42.4,21.8,7.8,4.4,12.8,19.3,30.7,11.7,True
2014_Miami Heat,2014,Miami Heat,30.294117647058822,201.25764705882352,101.31110729411765,102.2,97.4,4.799999999999997,36.3,21.7,8.6,4.3,13.6,19.7,29.0,7.3,True
2014_Milwaukee Bucks,2014,Milwaukee Bucks,24.875,202.4275,100.2357045,95.5,103.7,-8.200000000000003,41.1,21.5,6.6,4.9,14.3,20.9,29.3,11.9,False
2014_Minnesota Timberwolves,2014,Minnesota Timberwolves,26.625,200.66,97.69237700000001,106.9,104.3,2.6000000000000085,44.7,24.0,8.8,3.6,13.5,18.3,32.2,12.5,False
2014_New Orleans Pelicans,2014,New Orleans Pelicans,25.894736842105264,203.33368421052631,101.24650905263158,99.7,102.4,-2.700000000000003,41.7,21.3,7.9,6.4,13.0,22.6,30.3,11.4,False
2014_New York Knicks,2014,New York Knicks,28.41176470588235,201.25764705882352,102.03151811764707,98.6,99.4,-0.8000000000000114,40.3,20.0,7.7,4.5,12.4,22.1,29.7,10.6,False
2014_Oklahoma City Thunder,2014,Oklahoma City Thunder,27.5,201.38444444444445,102.07326177777777,106.2,99.8,6.400000000000006,44.8,21.4,7.9,6.1,14.8,22.7,33.9,10.9,True
2014_Orlando Magic,2014,Orlando Magic,25.5,200.47857142857143,102.25259657142858,96.5,102.0,-5.5,42.0,21.0,7.7,4.3,14.2,20.5,32.4,9.7,False
2014_Philadelphia 76ers,2014,Philadelphia 76ers,23.72222222222222,200.11888888888888,99.25091155555555,99.5,109.9,-10.400000000000006,42.9,20.5,9.6,5.9,17.7,21.7,30.9,11.9,False
2014_Phoenix Suns,2014,Phoenix Suns,26.133333333333333,200.82933333333332,100.27407146666665,105.2,102.6,2.6000000000000085,43.0,19.1,8.4,4.6,14.8,21.9,31.7,11.3,False
2014_Portland Trail Blazers,2014,Portland Trail Blazers,25.8,201.168,97.52228,106.7,102.8,3.9000000000000057,46.2,22.5,5.6,4.9,13.3,19.6,33.8,12.4,True
2014_Sacramento Kings,2014,Sacramento Kings,25.75,201.45375,103.9009175,100.5,103.4,-2.9000000000000057,44.5,18.9,7.2,3.9,14.7,22.5,32.4,12.1,False
2014_San Antonio Spurs,2014,San Antonio Spurs,28.8,200.82933333333332,100.84862133333333,105.4,97.6,7.800000000000011,43.0,24.5,7.5,4.8,13.6,18.6,33.7,9.3,True
2014_Toronto Raptors,2014,Toronto Raptors,26.866666666666667,199.81333333333333,98.12706933333334,101.3,98.0,3.299999999999997,42.4,20.9,6.9,4.1,13.4,23.2,31.1,11.3,True
2014_Utah Jazz,2014,Utah Jazz,26.352941176470587,200.21176470588236,99.14987482352942,95.0,102.2,-7.200000000000003,41.2,20.3,7.0,4.5,14.0,20.7,30.2,11.0,False
2014_Washington Wizards,2014,Washington Wizards,27.333333333333332,202.18400000000003,102.11867893333333,100.7,99.4,1.2999999999999972,42.5,22.8,8.1,4.7,13.9,20.6,31.6,10.9,True
2015_Atlanta Hawks,2015,Atlanta Hawks,27.866666666666667,200.66,100.45550826666666,102.5,97.1,5.400000000000006,41.1,25.4,8.9,4.7,13.3,18.1,32.2,8.9,True
2015_Brooklyn Nets,2015,Brooklyn Nets,27.6875,202.08875,101.547909,98.0,100.9,-2.9000000000000057,42.5,21.0,7.1,4.1,13.4,19.2,32.2,10.3,True
2015_Boston Celtics,2015,Boston Celtics,25.214285714285715,198.66428571428574,100.34103028571428,101.4,101.2,0.20000000000000284,43.7,24.3,8.1,3.6,13.3,21.5,32.7,11.1,True
2015_Charlotte Hornets,2015,Charlotte Hornets,26.125,197.96125,101.718006,94.2,97.3,-3.0999999999999943,44.1,20.2,6.1,5.5,11.2,18.2,34.1,10.0,False
2015_Chicago Bulls,2015,Chicago Bulls,28.571428571428573,201.56714285714287,98.29986628571429,100.8,97.8,3.0,45.7,21.8,6.4,5.9,13.1,18.3,34.0,11.7,True
2015_Cleveland Cavaliers,2015,Cleveland Cavaliers,28.58823529411765,202.90117647058824,105.26002588235293,103.1,98.7,4.3999999999999915,43.8,21.3,7.2,4.6,13.3,18.9,32.4,11.3,True
2015_Dallas Mavericks,2015,Dallas Mavericks,29.5,200.81875,99.4216965,105.2,102.3,2.9000000000000057,42.6,22.4,8.0,4.5,12.6,20.5,31.9,10.6,True
2015_Denver Nuggets,2015,Denver Nuggets,25.666666666666668,198.10888888888888,97.99384711111111,101.5,105.0,-3.5,44.7,21.8,7.8,4.5,13.8,23.0,32.3,12.3,False
2015_Detroit Pistons,2015,Detroit Pistons,27.466666666666665,199.64399999999998,99.03425333333333,98.5,99.5,-1.0,44.9,21.6,7.6,4.7,12.6,19.0,32.1,12.8,False
2015_Golden State Warriors,2015,Golden State Warriors,27.2,202.52266666666668,102.2396368,110.0,99.9,10.099999999999994,44.9,26.8,9.1,6.0,14.1,20.4,34.3,10.6,True
2015_Houston Rockets,2015,Houston Rockets,27.705882352941178,200.68,102.26400564705882,103.9,100.5,3.4000000000000057,44.0,22.1,9.3,5.0,15.7,22.2,32.5,11.5,True
2015_Indiana Pacers,2015,Indiana Pacers,28.533333333333335,202.52266666666668,103.38873653333333,97.3,97.0,0.29999999999999716,44.9,21.4,6.2,4.6,13.3,21.2,34.4,10.5,False
2015_Los Angeles Clippers,2015,Los Angeles Clippers,28.72222222222222,199.39,98.80745733333333,106.7,100.1,6.6000000000000085,42.9,24.4,7.9,5.1,11.9,21.8,33.3,9.6,True
2015_Los Angeles Lakers,2015,Los Angeles Lakers,26.333333333333332,200.3777777777778,100.19343288888889,98.5,105.3,-6.799999999999997,43.9,20.9,7.0,4.5,12.6,21.2,32.3,11.6,False
2015_Memphis Grizzlies,2015,Memphis Grizzlies,27.72222222222222,199.27222222222224,99.89695244444445,98.3,95.1,3.200000000000003,42.7,21.5,8.6,4.2,12.7,19.1,32.2,10.4,True
2015_Miami Heat,2015,Miami Heat,28.11764705882353,199.1658823529412,99.17655670588235,94.7,97.3,-2.5999999999999943,39.1,19.8,7.8,4.5,13.9,20.0,30.0,9.1,False
2015_Milwaukee Bucks,2015,Milwaukee Bucks,25.27777777777778,201.64777777777778,100.21863244444445,97.8,97.4,0.3999999999999915,42.2,23.3,9.7,5.0,15.8,22.1,31.4,10.8,True
2015_Minnesota Timberwolves,2015,Minnesota Timberwolves,26.31578947368421,203.33368421052631,103.65770863157896,97.8,106.5,-8.700000000000003,40.9,21.6,8.2,4.0,14.3,19.2,29.3,11.6,False
2015_New Orleans Pelicans,2015,New Orleans Pelicans,26.6875,201.29500000000002,99.22325000000001,99.4,98.6,0.8000000000000114,43.4,22.1,6.8,6.2,12.6,18.9,31.9,11.5,True
2015_New York Knicks,2015,New York Knicks,26.875,201.77125,100.2721815,91.9,101.2,-9.299999999999997,40.4,21.3,7.0,4.7,13.8,21.6,29.8,10.6,False
2015_Oklahoma City Thunder,2015,Oklahoma City Thunder,25.9375,201.13625,101.094317,104.0,101.8,2.200000000000003,47.5,20.5,7.3,5.5,14.0,22.3,34.7,12.8,False
2015_Orlando Magic,2015,Orlando Magic,25.4,201.50666666666666,100.24383200000001,95.7,101.4,-5.700000000000003,41.8,20.6,7.9,3.8,14.3,20.9,31.8,10.0,False
2015_Philadelphia 76ers,2015,Philadelphia 76ers,24.4,200.935,98.3296216,92.0,101.0,-9.0,41.2,21.5,8.3,6.0,16.4,21.7,31.8,9.5,False
2015_Phoenix Suns,2015,Phoenix Suns,26.294117647058822,200.80941176470589,98.16264517647059,102.4,103.3,-0.8999999999999915,43.2,20.2,8.5,4.7,14.5,21.3,32.2,10.9,False
2015_Portland Trail Blazers,2015,Portland Trail Blazers,27.1875,201.45375,98.259367,102.8,98.6,4.200000000000003,45.8,21.6,6.2,4.6,13.1,18.4,35.1,10.7,True
2015_Sacramento Kings,2015,Sacramento Kings,26.647058823529413,202.00470588235294,103.6857948235294,101.3,105.0,-3.700000000000003,44.2,20.3,6.7,4.0,15.6,20.7,33.3,10.9,False
2015_San Antonio Spurs,2015,San Antonio Spurs,29.466666666666665,200.51333333333332,100.68525866666667,103.2,97.0,6.200000000000003,43.9,24.4,7.9,5.3,13.3,19.5,33.9,10.0,True
2015_Toronto Raptors,2015,Toronto Raptors,26.3125,200.985,100.5835675,104.0,100.9,3.0999999999999943,41.4,20.7,7.5,4.3,12.2,21.1,30.8,10.7,True
2015_Utah Jazz,2015,Utah Jazz,23.875,200.9775,97.32383349999999,95.1,94.9,0.19999999999998863,44.0,19.9,7.6,6.0,14.2,19.3,31.9,12.0,False
2015_Washington Wizards,2015,Washington Wizards,28.75,200.50125,101.4628605,98.5,97.8,0.7000000000000028,44.9,23.9,7.3,4.7,14.3,20.8,34.3,10.7,True
2016_Atlanta Hawks,2016,Atlanta Hawks,28.266666666666666,201.33733333333333,100.36478986666665,102.8,99.2,3.5999999999999943,42.3,25.3,8.9,6.1,14.4,19.3,34.0,8.3,True
2016_Brooklyn Nets,2016,Brooklyn Nets,25.941176470588236,200.95882352941177,98.82969223529412,98.6,106.0,-7.400000000000006,42.4,22.3,7.7,4.0,14.3,18.0,31.9,10.5,False
2016_Boston Celtics,2016,Boston Celtics,24.466666666666665,199.136,100.15311360000001,105.7,102.5,3.200000000000003,45.0,23.9,9.0,4.4,13.5,21.9,33.5,11.5,True
2016_Charlotte Hornets,2016,Charlotte Hornets,26.25,200.68625,99.09844700000001,103.4,100.7,2.700000000000003,43.4,21.0,7.2,5.2,11.6,18.1,34.6,8.8,True
2016_Chicago Bulls,2016,Chicago Bulls,27.333333333333332,202.01466666666664,97.7944352,101.6,103.1,-1.5,46.3,22.8,6.0,5.7,13.3,18.8,35.2,11.1,False
2016_Cleveland Cavaliers,2016,Cleveland Cavaliers,29.058823529411764,200.36117647058822,102.24497317647058,104.3,98.3,6.0,44.3,22.4,6.9,3.9,12.6,20.2,33.6,10.7,True
2016_Dallas Mavericks,2016,Dallas Mavericks,30.066666666666666,202.692,102.965384,102.3,102.6,-0.29999999999999716,42.6,22.0,6.8,3.6,12.3,19.7,33.5,9.2,True
2016_Denver Nuggets,2016,Denver Nuggets,25.4375,200.50125,98.032571,101.9,105.0,-3.0999999999999943,44.6,22.7,7.4,4.8,14.2,21.0,33.1,11.5,False
2016_Detroit Pistons,2016,Detroit Pistons,26.333333333333332,200.66,102.30011573333333,102.0,101.4,0.5999999999999943,45.9,19.5,6.9,3.7,12.8,19.0,33.7,12.2,True
2016_Golden State Warriors,2016,Golden State Warriors,27.666666666666668,201.84533333333331,101.8767632,114.9,104.1,10.800000000000011,45.5,27.9,8.3,5.9,14.6,21.0,35.4,10.1,True
2016_Houston Rockets,2016,Houston Rockets,26.933333333333334,201.84533333333331,99.94143733333334,106.5,106.4,0.09999999999999432,43.3,22.0,9.9,5.2,15.4,22.0,31.8,11.5,True
2016_Indiana Pacers,2016,Indiana Pacers,26.466666666666665,200.15200000000002,100.81838186666667,102.2,100.5,1.7000000000000028,43.8,21.0,8.9,4.8,14.3,20.2,33.6,10.2,True
2016_Los Angeles Clippers,2016,Los Angeles Clippers,29.75,199.54875,100.243832,104.5,100.2,4.299999999999997,42.3,22.5,8.6,5.5,12.2,21.2,33.4,9.0,True
2016_Los Angeles Lakers,2016,Los Angeles Lakers,27.533333333333335,202.01466666666667,102.99562346666667,97.3,106.9,-9.600000000000009,43.0,18.0,7.2,4.1,13.7,20.3,32.3,10.7,False
2016_Memphis Grizzlies,2016,Memphis Grizzlies,28.523809523809526,199.20857142857145,99.50944495238095,99.1,101.3,-2.200000000000003,41.6,20.5,8.8,4.3,12.8,21.7,30.3,11.3,True
2016_Miami Heat,2016,Miami Heat,29.066666666666666,200.15200000000002,98.61090080000001,100.0,98.4,1.5999999999999943,44.1,20.2,6.5,6.4,13.1,18.7,34.4,9.7,True
2016_Milwaukee Bucks,2016,Milwaukee Bucks,25.0625,202.72375,102.8803355,99.0,103.2,-4.200000000000003,41.7,23.1,8.2,5.8,14.6,20.7,31.2,10.5,False
2016_Minnesota Timberwolves,2016,Minnesota Timberwolves,26.428571428571427,204.28857142857143,103.71057085714286,102.4,106.0,-3.5999999999999943,41.6,23.4,8.0,4.6,14.4,20.7,31.5,10.0,False
2016_New Orleans Pelicans,2016,New Orleans Pelicans,27.210526315789473,198.9221052631579,99.2889014736842,102.7,106.5,-3.799999999999997,42.6,22.2,7.7,4.2,13.0,20.9,33.1,9.5,False
2016_New York Knicks,2016,New York Knicks,27.0,202.2475,101.434511,98.4,101.1,-2.6999999999999886,44.4,20.5,5.7,5.7,12.7,19.7,34.0,10.4,False
2016_Oklahoma City Thunder,2016,Oklahoma City Thunder,27.066666666666666,202.01466666666664,104.0540048,110.2,102.9,7.299999999999997,48.3,22.5,7.4,5.8,15.1,20.6,35.4,12.9,True
2016_Orlando Magic,2016,Orlando Magic,25.0,199.47466666666665,95.91958826666668,102.1,103.7,-1.6000000000000085,43.3,23.6,8.2,5.1,13.6,20.7,33.0,10.3,False
2016_Philadelphia 76ers,2016,Philadelphia 76ers,24.785714285714285,200.66,99.85503885714286,97.4,107.6,-10.199999999999989,41.3,21.5,8.3,6.0,15.6,21.7,31.8,9.5,False
2016_Phoenix Suns,2016,Phoenix Suns,26.1875,200.3425,99.9886865,100.9,107.5,-6.599999999999994,44.8,20.7,7.7,3.8,16.6,22.7,33.3,11.5,False
2016_Portland Trail Blazers,2016,Portland Trail Blazers,25.0625,200.50125,97.919173,105.1,104.3,0.7999999999999972,45.7,21.3,6.8,4.5,13.9,21.9,34.0,11.7,True
2016_Sacramento Kings,2016,Sacramento Kings,26.866666666666667,200.49066666666667,100.39502933333333,106.6,109.1,-2.5,44.2,24.5,8.9,4.5,15.5,20.4,33.6,10.6,False
2016_San Antonio Spurs,2016,San Antonio Spurs,31.38888888888889,200.09555555555553,99.76504044444444,103.5,92.9,10.599999999999994,43.4,24.2,8.3,6.0,12.3,17.6,34.2,9.2,True
2016_Toronto Raptors,2016,Toronto Raptors,25.9375,202.2475,101.264414,102.7,98.2,4.5,42.8,18.1,7.7,5.1,12.1,20.1,32.5,10.3,True
2016_Utah Jazz,2016,Utah Jazz,25.0,202.2475,100.7824725,97.7,95.9,1.7999999999999972,43.2,19.0,7.7,5.1,14.2,20.2,32.5,10.7,False
2016_Washington Wizards,2016,Washington Wizards,28.058823529411764,200.66,100.45728705882352,104.1,104.6,-0.5,41.8,24.5,8.7,3.9,13.9,20.8,32.8,9.1,False
2017_Atlanta Hawks,2017,Atlanta Hawks,28.5,200.5188888888889,100.06743511111112,103.2,104.0,-0.7999999999999972,44.4,23.5,8.0,4.8,15.3,18.4,34.0,10.4,True
2017_Brooklyn Nets,2017,Brooklyn Nets,26.555555555555557,200.23666666666668,101.5542088888889,105.8,112.5,-6.700000000000003,43.9,21.4,7.3,4.7,15.9,21.0,35.1,8.8,False
2017_Boston Celtics,2017,Boston Celtics,25.733333333333334,198.62800000000001,99.72976106666667,108.0,105.4,2.5999999999999943,41.2,25.5,7.6,4.1,12.7,20.6,32.1,9.1,True
2017_Charlotte Hornets,2017,Charlotte Hornets,25.823529411764707,200.80941176470589,98.13596329411766,104.9,104.7,0.20000000000000284,43.6,23.1,7.0,4.9,11.0,16.6,34.8,8.8,False
2017_Chicago Bulls,2017,Chicago Bulls,26.0,199.0725,97.8908235,102.9,102.4,0.5,46.2,22.4,7.8,4.9,13.0,17.8,34.1,12.2,True
2017_Cleveland Cavaliers,2017,Cleveland Cavaliers,30.42105263157895,201.72947368421055,103.01313052631579,110.3,107.2,3.0999999999999943,43.5,22.6,6.8,4.2,13.1,18.2,34.1,9.4,True
2017_Dallas Mavericks,2017,Dallas Mavericks,27.263157894736842,199.32315789473682,96.63896926315789,97.9,100.8,-2.8999999999999915,38.7,20.8,7.5,3.7,11.2,19.1,30.7,8.0,False
2017_Denver Nuggets,2017,Denver Nuggets,26.352941176470587,201.7058823529412,101.23106164705882,111.7,111.2,0.5,46.3,25.3,7.0,4.0,14.5,19.1,34.5,11.8,False
2017_Detroit Pistons,2017,Detroit Pistons,25.933333333333334,202.01466666666664,103.418976,101.3,102.5,-1.2000000000000028,45.7,21.1,7.0,3.8,11.4,17.9,34.6,11.1,False
