year_team,po_year,team_full,mean_age,mean_height,mean_weight,PtsSeason,OppPtsSeason,PtsDiff,Reb,Ast,Stl,Blk,To,Pf,Dreb,Oreb,playoffs
2002_San Antonio Spurs,2002,San Antonio Spurs,29.466666666666665,201.676,100.8788608,96.7,90.5,6.200000000000003,42.2,19.7,7.5,6.5,13.5,19.3,31.1,11.1,True
2002_Seattle SuperSonics,2002,Seattle SuperSonics,26.3125,202.8825,103.1071315,97.7,94.7,3.0,40.3,23.1,8.2,4.5,13.1,21.3,28.5,11.8,True
2002_Toronto Raptors,2002,Toronto Raptors,29.0625,202.8825,100.300531,91.4,91.8,-0.3999999999999915,42.1,21.7,8.4,5.5,13.6,21.7,28.6,13.5,True
2002_Utah Jazz,2002,Utah Jazz,29.285714285714285,201.02285714285716,101.18341542857142,96.0,95.1,0.9000000000000057,42.2,24.3,9.1,6.4,15.7,24.1,28.6,13.6,True
2002_Washington Wizards,2002,Washington Wizards,27.071428571428573,200.47857142857143,103.15978057142857,92.8,94.2,-1.4000000000000057,42.0,20.9,7.0,4.3,12.2,21.5,29.2,12.9,False
2003_Atlanta Hawks,2003,Atlanta Hawks,27.85,201.168,100.4479484,94.1,97.6,-3.5,42.6,20.5,7.5,5.7,15.9,21.7,31.2,11.4,False
2003_Boston Celtics,2003,Boston Celtics,28.666666666666668,203.53866666666667,104.44711786666667,92.7,93.1,-0.3999999999999915,40.5,19.4,8.8,3.8,13.5,21.9,30.3,10.2,True
2003_Chicago Bulls,2003,Chicago Bulls,25.466666666666665,202.35333333333335,103.2375392,95.0,100.1,-5.099999999999994,43.0,21.7,7.4,5.6,16.2,24.7,31.0,12.0,False
2003_Cleveland Cavaliers,2003,Cleveland Cavaliers,23.333333333333332,202.77666666666667,102.96538399999999,91.4,101.0,-9.599999999999994,44.6,20.9,7.8,6.3,17.4,22.7,31.0,13.6,False
2003_Dallas Mavericks,2003,Dallas Mavericks,29.75,201.77125,102.62519,103.0,95.2,7.799999999999997,42.1,22.0,7.7,5.4,11.2,21.7,31.0,11.1,True
2003_Denver Nuggets,2003,Denver Nuggets,24.75,200.66,99.393347,84.2,92.4,-8.200000000000003,42.4,21.2,8.7,5.2,17.4,25.1,28.8,13.6,False
2003_Detroit Pistons,2003,Detroit Pistons,29.466666666666665,200.49066666666667,98.82257706666665,91.4,87.7,3.700000000000003,40.3,19.4,7.0,5.7,12.7,21.7,29.6,10.8,True
2003_Golden State Warriors,2003,Golden State Warriors,25.625,197.8025,98.826357,102.4,103.6,-1.1999999999999886,46.7,20.9,7.2,6.2,15.2,21.8,31.0,15.7,False
2003_Houston Rockets,2003,Houston Rockets,25.928571428571427,203.3814285714286,103.19218000000001,93.8,92.3,1.5,43.8,18.4,7.2,6.0,14.6,19.5,31.3,12.5,False
2003_Indiana Pacers,2003,Indiana Pacers,26.4,201.676,101.63484746666667,96.8,93.3,3.5,44.4,23.1,8.4,5.4,14.0,22.2,32.1,12.3,True
2003_Los Angeles Clippers,2003,Los Angeles Clippers,25.8,203.53866666666667,105.98933066666667,93.8,97.9,-4.1000000000000085,42.3,19.6,7.0,5.6,15.2,21.8,30.0,12.3,False
2003_Los Angeles Lakers,2003,Los Angeles Lakers,27.785714285714285,201.93,105.65453657142858,100.4,98.0,2.4000000000000057,44.2,23.0,7.7,5.7,14.0,23.0,31.1,13.0,True
2003_Memphis Grizzlies,2003,Memphis Grizzlies,25.0,200.99866666666668,98.73185866666667,97.5,100.7,-3.200000000000003,41.6,23.1,7.9,6.1,14.8,20.5,30.1,11.5,False
2003_Miami Heat,2003,Miami Heat,27.142857142857142,199.39000000000001,100.50302742857143,85.6,90.6,-5.0,41.6,18.3,7.2,4.0,13.4,22.6,30.0,11.6,False
2003_Milwaukee Bucks,2003,Milwaukee Bucks,28.153846153846153,204.5676923076923,104.779752,99.5,99.3,0.20000000000000284,39.3,22.1,7.6,4.2,12.2,22.5,28.7,10.5,True
2003_Minnesota Timberwolves,2003,Minnesota Timberwolves,28.571428571428573,199.39000000000001,100.60022571428571,98.1,96.0,2.0999999999999943,43.5,25.0,6.8,5.2,13.4,21.0,32.0,11.5,True
2003_New Jersey Nets,2003,New Jersey Nets,28.466666666666665,200.99866666666668,100.63694506666667,95.4,90.1,5.300000000000011,43.4,22.8,8.5,4.5,14.6,22.3,31.0,12.4,True
2003_New Orleans Hornets,2003,New Orleans Hornets,28.866666666666667,198.4586666666667,100.7881424,93.9,91.8,2.1000000000000085,43.3,21.9,8.0,4.8,14.0,21.8,30.0,13.3,True
2003_New York Knicks,2003,New York Knicks,28.923076923076923,199.68307692307692,99.96469846153846,95.9,97.2,-1.2999999999999972,39.2,22.0,7.1,3.1,13.6,23.0,29.0,10.3,False
2003_Orlando Magic,2003,Orlando Magic,27.8,201.84533333333331,101.4231712,98.5,98.4,0.09999999999999432,40.6,20.1,8.2,3.7,13.9,23.6,29.1,11.5,True
2003_Philadelphia 76ers,2003,Philadelphia 76ers,28.142857142857142,200.47857142857143,103.12738114285715,96.8,94.5,2.299999999999997,42.1,21.3,9.9,3.3,14.1,22.2,29.5,12.6,True
2003_Phoenix Suns,2003,Phoenix Suns,26.928571428571427,203.56285714285715,106.43212285714286,95.5,94.4,1.0999999999999943,42.6,20.6,8.2,5.0,14.3,22.5,29.8,12.8,True
2003_Portland Trail Blazers,2003,Portland Trail Blazers,29.066666666666666,201.50666666666666,102.11867893333333,95.2,92.5,2.700000000000003,41.4,22.7,8.6,3.8,14.4,20.1,29.1,12.3,True
2003_Sacramento Kings,2003,Sacramento Kings,28.142857142857142,201.02285714285716,99.62824285714285,101.7,95.2,6.5,44.5,24.5,8.8,5.4,14.1,20.7,33.3,11.2,True
2003_San Antonio Spurs,2003,San Antonio Spurs,30.307692307692307,201.6369230769231,101.604608,95.8,90.4,5.3999999999999915,43.2,20.1,7.7,6.5,15.1,20.7,31.6,11.6,True
2003_Seattle SuperSonics,2003,Seattle SuperSonics,26.428571428571427,203.74428571428572,105.13614571428572,92.1,92.3,-0.20000000000000284,40.8,21.6,8.3,3.6,12.5,20.9,29.1,11.7,False
2003_Toronto Raptors,2003,Toronto Raptors,27.88888888888889,203.3411111111111,100.59662577777777,90.9,96.8,-5.8999999999999915,41.2,19.3,7.4,4.8,13.5,21.5,28.7,12.5,False
2003_Utah Jazz,2003,Utah Jazz,30.076923076923077,201.6369230769231,104.779752,94.7,92.3,2.4000000000000057,41.4,25.4,8.6,5.7,15.9,22.5,28.8,12.5,True
2003_Washington Wizards,2003,Washington Wizards,27.6875,201.29500000000002,103.078782,91.5,92.5,-1.0,40.4,19.7,7.6,4.8,12.6,20.0,29.2,11.2,False
2004_Atlanta Hawks,2004,Atlanta Hawks,27.1875,203.5175,102.4834425,92.8,97.5,-4.700000000000003,42.7,20.1,7.7,4.9,15.6,22.3,30.6,12.2,False
2004_Boston Celtics,2004,Boston Celtics,26.285714285714285,201.02285714285716,101.604608,95.3,96.7,-1.4000000000000057,40.2,20.4,9.3,4.0,15.9,22.3,29.8,10.3,True
2004_Chicago Bulls,2004,Chicago Bulls,27.1875,201.6125,98.9114055,89.7,96.0,-6.299999999999997,43.5,21.9,8.0,4.8,15.2,23.3,30.7,12.8,False
2004_Cleveland Cavaliers,2004,Cleveland Cavaliers,25.866666666666667,202.18400000000003,104.02376533333333,92.9,95.5,-2.5999999999999943,45.6,21.9,7.2,6.6,14.2,21.2,32.0,13.6,False
2004_Dallas Mavericks,2004,Dallas Mavericks,28.692307692307693,202.02769230769232,102.89560061538462,105.2,100.8,4.400000000000006,45.6,23.7,8.1,5.3,11.8,19.7,31.0,14.7,True
2004_Denver Nuggets,2004,Denver Nuggets,26.666666666666668,201.676,99.18545066666667,97.2,96.1,1.1000000000000085,42.4,21.8,9.0,6.1,14.6,22.1,29.1,13.3,True
2004_Detroit Pistons,2004,Detroit Pistons,28.0,202.02769230769232,102.33733353846154,90.1,84.3,5.799999999999997,43.2,20.5,8.0,7.0,14.3,20.8,30.7,12.5,True
2004_Golden State Warriors,2004,Golden State Warriors,28.470588235294116,198.8670588235294,100.85751529411765,93.3,94.0,-0.7000000000000028,43.1,20.5,7.0,4.7,14.1,20.6,30.9,12.2,False
2004_Houston Rockets,2004,Houston Rockets,29.333333333333332,201.168,107.38034613333333,89.8,88.0,1.7999999999999972,42.7,19.1,6.7,5.3,15.8,21.6,32.4,10.3,True
2004_Indiana Pacers,2004,Indiana Pacers,26.8,201.84533333333331,100.48574773333333,91.4,85.6,5.800000000000011,41.7,20.9,8.8,5.2,13.4,21.3,30.1,11.6,True
2004_Los Angeles Clippers,2004,Los Angeles Clippers,27.0,200.18375,104.609655,94.8,99.4,-4.6000000000000085,43.5,20.2,7.2,4.5,15.6,22.1,29.5,14.0,False
2004_Los Angeles Lakers,2004,Los Angeles Lakers,28.933333333333334,202.18400000000003,106.83603573333333,98.2,94.3,3.9000000000000057,42.5,23.5,8.1,4.5,13.1,21.5,30.7,11.8,True
2004_Memphis Grizzlies,2004,Memphis Grizzlies,25.466666666666665,201.168,100.18335306666667,96.7,94.3,2.4000000000000057,41.5,22.9,9.7,6.8,14.4,23.3,28.8,12.6,True
2004_Miami Heat,2004,Miami Heat,27.352941176470587,202.75176470588235,103.79252235294118,90.3,89.7,0.5999999999999943,41.5,18.7,7.2,3.8,13.2,22.4,30.1,11.5,True
2004_Milwaukee Bucks,2004,Milwaukee Bucks,27.0,201.02285714285716,99.85503885714286,98.0,97.0,1.0,42.0,22.7,6.8,4.5,13.2,20.4,30.4,11.7,True
2004_Minnesota Timberwolves,2004,Minnesota Timberwolves,29.125,199.23125,100.4989775,94.5,89.1,5.400000000000006,42.8,22.4,6.8,5.5,12.6,21.7,32.3,10.5,True
2004_New Jersey Nets,2004,New Jersey Nets,28.764705882352942,199.91294117647058,97.68237129411764,90.3,87.8,2.5,40.9,24.0,8.7,4.1,14.5,21.6,30.4,10.5,True
2004_New Orleans Hornets,2004,New Orleans Hornets,29.866666666666667,197.612,100.63694506666667,91.8,91.9,-0.10000000000000853,42.8,20.8,8.4,4.2,14.2,20.9,29.5,13.2,True
2004_New York Knicks,2004,New York Knicks,28.3125,204.1525,103.532374,92.0,93.5,-1.5,42.4,20.6,7.5,4.5,15.3,23.4,30.8,11.6,True
2004_Orlando Magic,2004,Orlando Magic,25.533333333333335,202.52266666666668,101.66508693333334,94.0,101.1,-7.099999999999994,40.9,19.3,6.7,3.8,13.0,21.3,28.7,12.2,False
2004_Philadelphia 76ers,2004,Philadelphia 76ers,28.071428571428573,200.47857142857143,101.76660514285716,88.0,90.5,-2.5,40.8,20.0,8.0,4.4,14.7,20.7,29.4,11.5,False
2004_Phoenix Suns,2004,Phoenix Suns,24.416666666666668,202.77666666666667,103.60797266666667,94.2,97.9,-3.700000000000003,40.6,19.3,8.9,4.6,14.7,22.7,29.3,11.3,False
2004_Portland Trail Blazers,2004,Portland Trail Blazers,26.105263157894736,201.3284210526316,101.34200210526315,90.7,92.0,-1.2999999999999972,41.7,21.6,7.5,5.2,13.8,18.9,29.0,12.7,False
2004_Sacramento Kings,2004,Sacramento Kings,29.46153846153846,202.02769230769232,102.26755015384614,102.8,97.8,5.0,41.6,25.8,8.8,3.9,13.5,19.6,30.7,10.8,True
2004_San Antonio Spurs,2004,San Antonio Spurs,28.58823529411765,198.71764705882356,96.66845976470589,91.5,84.3,7.200000000000003,44.8,20.3,8.0,6.1,14.2,20.6,32.2,12.5,True
2004_Seattle SuperSonics,2004,Seattle SuperSonics,26.285714285714285,202.29285714285714,101.41021142857143,97.1,97.8,-0.7000000000000028,39.3,21.7,8.1,4.7,13.8,21.7,28.3,11.1,False
2004_Toronto Raptors,2004,Toronto Raptors,28.375,201.13625,100.640725,85.4,88.5,-3.0999999999999943,39.6,19.2,7.4,4.9,13.3,21.3,29.5,10.1,False
2004_Utah Jazz,2004,Utah Jazz,26.529411764705884,203.20000000000002,102.3250188235294,88.7,89.9,-1.2000000000000028,41.2,20.4,7.1,6.0,15.3,25.5,27.7,13.5,False
2004_Washington Wizards,2004,Washington Wizards,26.2,200.32133333333334,99.48784533333334,91.8,97.4,-5.6000000000000085,42.8,18.7,8.9,5.0,16.7,20.9,29.2,13.6,False
2005_Atlanta Hawks,2005,Atlanta Hawks,27.529411764705884,203.34941176470588,105.17998023529411,92.7,102.5,-9.799999999999997,41.9,19.7,7.7,4.2,16.1,24.5,28.5,13.4,False
2005_Boston Celtics,2005,Boston Celtics,25.333333333333332,201.295,102.92758466666668,101.3,100.4,0.8999999999999915,40.7,21.6,8.2,5.3,15.3,24.5,29.7,11.0,True
2005_Charlotte Bobcats,2005,Charlotte Bobcats,25.41176470588235,200.66,101.79138117647058,94.3,100.2,-5.900000000000006,41.7,21.9,8.5,5.4,13.9,23.1,28.5,13.2,False
2005_Chicago Bulls,2005,Chicago Bulls,26.333333333333332,199.81333333333333,100.90910026666667,94.5,93.4,1.0999999999999943,43.9,21.3,7.0,4.5,16.0,25.0,31.5,12.4,True
2005_Cleveland Cavaliers,2005,Cleveland Cavaliers,26.6875,202.72375,104.836451,96.5,95.7,0.7999999999999972,42.3,22.6,8.0,5.6,13.1,22.6,28.7,13.6,False
2005_Dallas Mavericks,2005,Dallas Mavericks,27.928571428571427,204.83285714285714,102.80338685714285,102.5,96.8,5.700000000000003,43.0,19.3,8.4,5.5,12.8,22.3,30.6,12.4,True
2005_Denver Nuggets,2005,Denver Nuggets,28.333333333333332,199.136,97.15940640000001,99.5,97.5,2.0,41.8,23.4,9.0,6.0,14.3,23.1,30.1,11.7,True
2005_Detroit Pistons,2005,Detroit Pistons,28.666666666666668,200.99866666666668,102.0582,93.3,89.5,3.799999999999997,43.2,21.5,7.1,6.1,12.7,20.2,30.4,12.7,True
2005_Golden State Warriors,2005,Golden State Warriors,25.615384615384617,203.39538461538461,103.62832615384615,98.7,100.9,-2.200000000000003,42.7,22.1,7.8,5.1,13.1,22.4,29.7,13.0,False
2005_Houston Rockets,2005,Houston Rockets,31.294117647058822,199.61411764705883,100.48396894117647,95.1,91.0,4.099999999999994,42.0,20.9,6.9,4.7,13.1,22.2,31.3,10.7,True
2005_Indiana Pacers,2005,Indiana Pacers,27.85,203.327,103.2828984,93.0,92.2,0.7999999999999972,40.1,18.1,7.6,4.6,13.6,22.9,29.4,10.6,True
2005_Los Angeles Clippers,2005,Los Angeles Clippers,27.176470588235293,199.61411764705883,98.00255388235294,95.7,96.5,-0.7999999999999972,41.9,23.2,7.3,5.2,14.8,22.2,29.9,12.0,False
2005_Los Angeles Lakers,2005,Los Angeles Lakers,26.733333333333334,201.84533333333331,101.30221333333334,98.7,101.7,-3.0,43.2,20.4,6.2,4.2,13.7,21.9,30.6,12.5,False
2005_Memphis Grizzlies,2005,Memphis Grizzlies,26.0,200.49066666666667,101.54412906666667,93.4,91.1,2.3000000000000114,39.0,20.9,8.4,5.7,13.8,23.3,28.1,10.9,True
2005_Miami Heat,2005,Miami Heat,28.533333333333335,202.86133333333333,104.59831519999999,101.5,95.0,6.5,42.8,21.4,6.3,5.8,13.5,22.5,32.4,10.4,True
2005_Milwaukee Bucks,2005,Milwaukee Bucks,28.4,202.18400000000003,103.17706026666666,97.2,100.2,-3.0,41.3,21.0,6.5,3.5,13.3,21.9,29.3,12.0,False
2005_Minnesota Timberwolves,2005,Minnesota Timberwolves,29.428571428571427,200.8414285714286,99.46624571428572,96.8,95.3,1.5,43.0,23.4,5.6,5.5,12.6,21.6,31.5,11.5,False
2005_New Jersey Nets,2005,New Jersey Nets,27.764705882352942,200.36117647058822,99.6568305882353,91.4,92.9,-1.5,39.7,21.6,7.9,3.6,13.4,24.5,29.1,10.5,True
2005_New Orleans Hornets,2005,New Orleans Hornets,25.77777777777778,201.50666666666666,103.44417555555555,88.4,95.5,-7.099999999999994,40.2,21.0,6.7,3.8,13.9,23.0,27.8,12.4,False
2005_New York Knicks,2005,New York Knicks,27.333333333333332,202.01466666666667,101.90700266666666,97.3,99.7,-2.4000000000000057,41.0,20.3,7.7,3.2,13.9,23.7,29.2,11.8,False
2005_Orlando Magic,2005,Orlando Magic,27.75,201.13625,102.7669375,99.5,101.8,-2.299999999999997,43.7,19.3,7.7,5.4,15.6,23.6,31.0,12.7,False
2005_Philadelphia 76ers,2005,Philadelphia 76ers,27.285714285714285,199.02714285714288,100.34103028571428,99.1,99.9,-0.8000000000000114,41.6,20.8,9.2,3.9,15.0,22.8,30.6,11.0,True
2005_Phoenix Suns,2005,Phoenix Suns,26.785714285714285,199.93428571428572,99.01265371428572,110.4,103.3,7.1000000000000085,44.0,23.0,6.8,5.6,13.3,19.2,32.1,11.8,True
2005_Portland Trail Blazers,2005,Portland Trail Blazers,25.9375,199.0725,98.5145125,92.9,96.9,-4.0,41.1,21.0,7.1,6.6,15.1,20.8,29.3,11.8,False
2005_Sacramento Kings,2005,Sacramento Kings,27.6,199.98266666666666,102.0582,103.7,101.6,2.1000000000000085,42.0,24.2,8.1,3.9,12.6,20.9,29.5,12.5,True
2005_San Antonio Spurs,2005,San Antonio Spurs,28.6875,200.3425,101.6896565,96.2,88.4,7.799999999999997,42.3,20.9,7.1,6.4,13.2,21.2,30.2,12.1,True
2005_Seattle SuperSonics,2005,Seattle SuperSonics,26.4,200.99866666666668,103.418976,98.9,96.6,2.3000000000000114,40.8,17.9,6.7,4.2,12.7,24.0,28.1,12.7,True
2005_Toronto Raptors,2005,Toronto Raptors,27.571428571428573,202.4742857142857,103.19218000000001,99.7,101.4,-1.7000000000000028,40.1,20.4,7.6,3.9,12.6,22.9,29.8,10.3,False
2005_Utah Jazz,2005,Utah Jazz,26.3125,201.29500000000002,101.094317,93.0,97.3,-4.299999999999997,40.1,22.3,6.6,4.6,14.9,26.7,27.4,12.8,False
2005_Washington Wizards,2005,Washington Wizards,25.9375,202.2475,100.5556765,100.5,100.8,-0.29999999999999716,42.8,18.9,8.7,4.4,13.8,22.4,29.1,13.7,True
2006_Atlanta Hawks,2006,Atlanta Hawks,23.615384615384617,200.26923076923077,101.43014953846154,97.2,102.0,-4.799999999999997,40.3,19.8,7.2,4.8,15.1,25.0,27.2,13.0,False
2006_Boston Celtics,2006,Boston Celtics,25.071428571428573,201.56714285714287,105.62213714285714,98.0,99.5,-1.5,39.6,20.9,7.0,5.2,15.9,24.8,29.7,9.9,False
2006_Charlotte Bobcats,2006,Charlotte Bobcats,25.4,200.15200000000002,103.08634186666667,96.9,100.9,-4.0,39.8,20.9,10.0,4.3,13.6,23.9,27.7,12.1,False
2006_Chicago Bulls,2006,Chicago Bulls,26.0,200.66,101.36447105882353,97.8,97.2,0.5999999999999943,42.6,21.8,6.2,4.2,14.7,24.9,31.7,10.9,True
2006_Cleveland Cavaliers,2006,Cleveland Cavaliers,26.733333333333334,202.52266666666668,100.63694506666667,97.6,95.4,2.1999999999999886,42.3,18.6,6.9,4.7,13.4,21.6,30.5,11.8,True
2006_Dallas Mavericks,2006,Dallas Mavericks,27.6875,202.8825,101.0092685,99.1,93.1,6.0,42.3,17.4,7.1,5.6,12.7,23.1,29.8,12.5,True
2006_Denver Nuggets,2006,Denver Nuggets,28.0,199.01647058823528,98.96310164705882,100.3,100.1,0.20000000000000284,41.4,23.2,8.4,5.6,14.2,22.7,30.2,11.2,True
2006_Detroit Pistons,2006,Detroit Pistons,28.4,200.82933333333332,101.03005813333333,96.8,90.2,6.599999999999994,40.2,23.1,7.0,5.6,10.8,18.8,28.4,11.8,True
2006_Golden State Warriors,2006,Golden State Warriors,25.133333333333333,199.30533333333332,101.54412906666667,98.5,99.8,-1.2999999999999972,42.2,20.7,7.4,4.3,13.6,23.7,30.3,11.9,False
2006_Houston Rockets,2006,Houston Rockets,28.6875,200.025,100.4989775,90.1,91.7,-1.6000000000000085,41.6,19.3,7.2,3.9,13.7,22.7,31.3,10.4,False
2006_Indiana Pacers,2006,Indiana Pacers,27.933333333333334,202.35333333333335,103.90280746666667,93.9,92.0,1.9000000000000057,41.8,19.8,7.2,5.0,14.7,22.4,31.1,10.8,True
2006_Los Angeles Clippers,2006,Los Angeles Clippers,27.5625,202.40625,100.2154825,97.2,95.6,1.6000000000000085,43.4,20.8,6.3,6.1,13.9,23.0,33.2,10.2,True
2006_Los Angeles Lakers,2006,Los Angeles Lakers,25.647058823529413,203.05058823529413,103.84588611764705,99.4,96.9,2.5,42.2,20.8,7.6,4.2,13.5,23.1,30.4,11.8,True
2006_Memphis Grizzlies,2006,Memphis Grizzlies,27.6,198.28933333333333,98.00611146666667,92.2,88.5,3.700000000000003,38.9,19.1,7.2,5.3,13.0,21.7,28.9,10.1,True
2006_Miami Heat,2006,Miami Heat,27.941176470588236,201.5564705882353,103.65911294117646,99.9,96.0,3.9000000000000057,42.9,19.9,6.5,5.2,14.2,23.1,32.6,10.3,True
2006_Milwaukee Bucks,2006,Milwaukee Bucks,27.714285714285715,201.02285714285716,99.109852,97.8,98.8,-1.0,40.9,21.5,7.2,3.2,13.9,23.4,29.7,11.3,True
2006_Minnesota Timberwolves,2006,Minnesota Timberwolves,26.428571428571427,198.8457142857143,96.841892,91.7,93.6,-1.8999999999999915,39.4,20.9,6.8,5.7,13.7,23.0,29.5,9.9,False
2006_New Jersey Nets,2006,New Jersey Nets,28.333333333333332,200.99866666666668,100.54622666666667,93.8,92.4,1.3999999999999915,40.7,22.9,6.8,3.3,12.9,23.6,30.7,10.0,True
2006_New Orleans/Oklahoma City Hornets,2006,New Orleans/Oklahoma City Hornets,26.88235294117647,199.46470588235294,100.21715011764707,92.8,95.6,-2.799999999999997,40.2,18.5,7.5,3.8,12.5,21.8,29.0,11.2,False
2006_New York Knicks,2006,New York Knicks,27.0,200.50125,105.3750915,95.6,102.0,-6.400000000000006,41.4,17.9,6.8,3.3,17.0,26.3,28.8,12.6,False
2006_Orlando Magic,2006,Orlando Magic,26.875,201.6125,100.0453855,94.9,96.0,-1.0999999999999943,40.2,18.2,6.5,4.4,14.4,23.3,29.3,10.9,False
2006_Philadelphia 76ers,2006,Philadelphia 76ers,26.5,200.66,100.6690745,99.4,101.3,-1.8999999999999915,40.2,20.2,7.9,4.9,13.6,20.9,29.6,10.6,False
2006_Phoenix Suns,2006,Phoenix Suns,27.1875,201.93,100.697424,108.4,102.8,5.6000000000000085,40.8,26.0,6.5,4.9,12.4,20.8,31.7,9.1,True
2006_Portland Trail Blazers,2006,Portland Trail Blazers,24.928571428571427,201.3857142857143,99.66064228571429,88.8,98.3,-9.5,37.7,18.2,6.5,5.3,14.7,22.3,26.9,10.8,False
2006_Sacramento Kings,2006,Sacramento Kings,26.928571428571427,200.47857142857143,102.09059942857142,98.9,97.3,1.6000000000000085,40.4,21.8,7.4,3.5,13.9,20.8,29.8,10.5,True
2006_San Antonio Spurs,2006,San Antonio Spurs,29.8,200.66,100.15311360000001,95.6,88.8,6.799999999999997,40.9,20.5,6.6,5.7,13.2,21.3,30.8,10.1,True
2006_Seattle SuperSonics,2006,Seattle SuperSonics,25.785714285714285,200.1157142857143,100.01703599999999,102.6,105.6,-3.0,39.6,20.7,7.6,3.7,14.0,23.6,27.2,12.4,False
2006_Toronto Raptors,2006,Toronto Raptors,27.533333333333335,200.49066666666667,101.2417344,101.1,104.0,-2.9000000000000057,38.5,19.4,6.5,3.3,12.5,24.0,27.9,10.5,False
2006_Utah Jazz,2006,Utah Jazz,25.8,201.33733333333333,104.11448373333333,92.4,95.0,-2.5999999999999943,42.1,21.6,6.4,6.0,14.8,24.8,29.0,13.1,False
2006_Washington Wizards,2006,Washington Wizards,26.642857142857142,203.01857142857145,104.39095885714286,101.7,99.8,1.9000000000000057,41.1,18.5,7.9,4.2,13.3,22.6,28.5,12.5,True
2007_Atlanta Hawks,2007,Atlanta Hawks,25.27777777777778,200.3777777777778,101.604608,93.7,98.4,-4.700000000000003,40.1,19.2,7.4,5.4,15.2,24.0,28.2,11.9,False
2007_Boston Celtics,2007,Boston Celtics,25.1875,200.025,102.0298505,95.8,99.2,-3.4000000000000057,40.4,19.9,7.2,4.7,15.7,24.0,29.2,11.2,False
2007_Charlotte Bobcats,2007,Charlotte Bobcats,27.125,201.29500000000002,100.35723,96.9,100.6,-3.6999999999999886,39.8,22.4,7.8,4.5,14.3,24.2,28.6,11.2,False
2007_Chicago Bulls,2007,Chicago Bulls,26.357142857142858,199.02714285714288,99.62824285714285,98.8,93.8,5.0,43.5,22.2,7.7,5.3,15.3,23.1,31.5,12.0,True
2007_Cleveland Cavaliers,2007,Cleveland Cavaliers,27.866666666666667,200.82933333333332,101.09053706666667,96.8,92.9,3.8999999999999915,43.5,20.2,7.5,4.1,13.5,21.5,31.0,12.5,True
2007_Dallas Mavericks,2007,Dallas Mavericks,28.466666666666665,202.01466666666667,102.20939733333333,100.0,92.8,7.200000000000003,42.1,19.8,6.9,5.0,13.2,22.5,30.6,11.4,True
2007_Denver Nuggets,2007,Denver Nuggets,26.785714285714285,201.20428571428573,101.08621714285714,105.4,103.7,1.7000000000000028,43.4,23.1,8.1,5.2,16.0,21.2,31.1,12.3,True
2007_Detroit Pistons,2007,Detroit Pistons,28.733333333333334,200.49066666666667,100.93933973333333,96.0,91.8,4.200000000000003,40.5,21.3,7.1,5.6,11.9,21.0,28.9,11.6,True
2007_Golden State Warriors,2007,Golden State Warriors,25.5,199.54875,99.3649975,106.5,106.9,-0.4000000000000057,41.0,23.0,9.3,5.7,15.6,23.9,29.6,11.5,True
2007_Houston Rockets,2007,Houston Rockets,27.785714285714285,202.11142857142858,102.57659085714286,97.0,92.1,4.900000000000006,43.2,20.6,7.1,4.1,13.7,20.7,32.5,10.7,True
2007_Indiana Pacers,2007,Indiana Pacers,27.0,202.01466666666664,101.48365013333334,95.6,98.0,-2.4000000000000057,41.8,20.5,7.3,5.5,15.9,23.3,29.8,12.1,False
2007_Los Angeles Clippers,2007,Los Angeles Clippers,27.444444444444443,199.39,97.57267911111111,95.6,96.1,-0.5,41.1,21.5,7.3,5.8,14.4,22.6,30.3,10.8,False
2007_Los Angeles Lakers,2007,Los Angeles Lakers,26.071428571428573,201.02285714285716,102.1553982857143,103.3,103.4,-0.10000000000000853,41.4,22.1,7.2,5.1,15.0,23.0,30.4,11.0,True
2007_Memphis Grizzlies,2007,Memphis Grizzlies,26.266666666666666,198.96666666666667,97.82467466666667,101.6,106.7,-5.1000000000000085,39.5,20.5,6.9,5.0,16.4,22.3,29.0,10.6,False
2007_Miami Heat,2007,Miami Heat,28.75,201.13625,102.3700445,94.6,95.5,-0.9000000000000057,40.6,20.4,6.9,5.4,14.0,21.5,30.7,9.9,True
2007_Milwaukee Bucks,2007,Milwaukee Bucks,25.4375,198.91375,98.599561,99.7,104.0,-4.299999999999997,39.2,21.6,7.2,2.7,14.6,22.2,27.7,11.5,False
2007_Minnesota Timberwolves,2007,Minnesota Timberwolves,27.071428571428573,199.02714285714288,102.965384,96.1,99.7,-3.6000000000000085,40.2,22.5,6.5,4.0,15.0,21.4,30.2,10.0,False
2007_New Jersey Nets,2007,New Jersey Nets,27.066666666666666,202.52266666666668,102.63274986666667,97.6,98.3,-0.7000000000000028,40.7,23.8,6.1,3.3,14.3,22.6,30.9,9.8,True
2007_New Orleans/Oklahoma City Hornets,2007,New Orleans/Oklahoma City Hornets,26.333333333333332,200.66,99.1552112,95.5,97.1,-1.5999999999999943,43.1,18.7,6.3,4.2,13.6,19.8,30.6,12.5,False
2007_New York Knicks,2007,New York Knicks,26.266666666666666,201.676,106.89651466666666,97.5,100.3,-2.799999999999997,43.3,18.7,6.6,3.2,16.3,23.5,30.7,12.6,False
2007_Orlando Magic,2007,Orlando Magic,26.666666666666668,200.152,99.63904266666667,94.8,94.0,0.7999999999999972,40.7,18.6,6.8,5.0,16.2,23.3,29.5,11.2,True
