season,team_abbreviation,age,player_height,player_weight
1999-00,PHI,27.133333333333333,202.86133333333333,101.84652373333333
1999-00,PHX,29.529411764705884,202.00470588235294,103.36561223529412
1999-00,POR,30.357142857142858,202.4742857142857,100.63262514285714
1999-00,SAC,28.571428571428573,200.1157142857143,101.21581485714286
1999-00,SAS,30.857142857142858,199.57142857142858,102.34979485714287
1999-00,SEA,28.266666666666666,201.50666666666666,98.883056
1999-00,TOR,29.0,199.81333333333336,98.45970346666667
1999-00,UTA,30.583333333333332,200.66,101.718006
1999-00,VAN,27.666666666666668,200.82933333333332,100.90910026666667
1999-00,WAS,27.75,200.66,102.284996
2000-01,ATL,26.1875,200.025,97.8908235
2000-01,BOS,26.333333333333332,199.81333333333333,99.79024
2000-01,CHH,28.933333333333334,201.50666666666666,104.02376533333333
2000-01,CHI,23.625,200.9775,104.2978105
2000-01,CLE,28.0,200.09555555555553,102.18419777777778
2000-01,DAL,26.733333333333334,203.87733333333333,103.3282576
2000-01,DEN,28.666666666666668,202.01466666666664,104.11448373333333
2000-01,DET,27.785714285714285,199.02714285714288,98.62386057142858
2000-01,GSW,27.45,200.279,100.4025892
2000-01,HOU,27.142857142857142,202.11142857142858,102.05820000000001
2000-01,IND,27.666666666666668,204.38533333333334,104.11448373333334
2000-01,LAC,25.214285714285715,201.20428571428573,101.31301314285714
2000-01,LAL,28.466666666666665,200.82933333333332,102.66298933333334
2000-01,MIA,29.8125,200.66,100.527327
2000-01,MIL,27.666666666666668,200.32133333333334,99.6088032
2000-01,MIN,28.6,198.96666666666667,98.79233760000001
2000-01,NJN,27.38888888888889,201.36555555555555,99.48784533333334
2000-01,NYK,29.785714285714285,202.29285714285714,100.11423428571428
2000-01,ORL,27.4,198.96666666666667,99.4273664
2000-01,PHI,27.4375,201.13625,99.960337
2000-01,PHX,29.846153846153847,201.24615384615385,102.19776676923077
2000-01,POR,31.5,200.9775,100.38557949999999
2000-01,SAC,28.071428571428573,200.66,101.31301314285714
2000-01,SAS,30.133333333333333,199.64399999999998,99.336648
2000-01,SEA,28.285714285714285,201.56714285714287,100.50302742857143
2000-01,TOR,30.0,200.15200000000002,98.55042186666667
2000-01,UTA,30.5,200.8414285714286,101.05381771428571
2000-01,VAN,28.928571428571427,197.3942857142857,98.72105885714286
2000-01,WAS,28.066666666666666,199.64399999999998,99.85071893333334
2001-02,ATL,27.0,203.2,102.88978533333334
2001-02,BOS,27.071428571428573,199.57142857142858,101.604608
2001-02,CHH,28.357142857142858,203.01857142857142,106.4645222857143
2001-02,CHI,25.076923076923077,200.8553846153846,99.96469846153846
2001-02,CLE,26.533333333333335,201.84533333333331,104.08424426666667
2001-02,DAL,28.647058823529413,200.36117647058822,99.0164654117647
2001-02,DEN,27.705882352941178,201.10823529411766,103.01874776470588
2001-02,DET,28.466666666666665,200.99866666666668,101.39293173333334
2001-02,GSW,26.571428571428573,199.57142857142858,100.53542685714285
2001-02,HOU,26.785714285714285,201.74857142857144,100.27623142857144
2001-02,IND,25.133333333333333,205.06266666666667,102.6932288
2001-02,LAC,26.0625,198.59625,100.3288805
2001-02,LAL,28.357142857142858,201.02285714285716,103.93736685714285
2001-02,MEM,26.941176470588236,197.52235294117648,96.00141270588236
2001-02,MIA,28.88235294117647,200.95882352941177,100.99092470588235
2001-02,MIL,28.785714285714285,201.3857142857143,102.28499599999999
2001-02,MIN,27.533333333333335,199.47466666666665,99.8809584
2001-02,NJN,26.214285714285715,202.29285714285714,102.25259657142858
2001-02,NYK,30.142857142857142,199.57142857142858,99.14225142857143
2001-02,ORL,29.0625,200.66,99.450046
2001-02,PHI,27.842105263157894,201.06105263157895,101.50911494736842
2001-02,PHX,26.8,201.50666666666666,101.54412906666667
2001-02,POR,29.066666666666666,199.30533333333332,100.57646613333333
2001-02,SAC,28.0,199.68307692307692,99.58088984615385
2001-02,SAS,29.466666666666665,201.676,100.8788608
2001-02,SEA,26.3125,202.8825,103.1071315
2001-02,TOR,29.0625,202.8825,100.300531
2001-02,UTA,29.285714285714285,201.02285714285716,101.18341542857142
2001-02,WAS,27.071428571428573,200.47857142857143,103.15978057142857
2002-03,ATL,27.85,201.168,100.4479484
2002-03,BOS,28.666666666666668,203.53866666666667,104.44711786666667
2002-03,CHI,25.466666666666665,202.35333333333335,103.2375392
2002-03,CLE,23.333333333333332,202.77666666666667,102.96538399999999
2002-03,DAL,29.75,201.77125,102.62519
2002-03,DEN,24.75,200.66,99.393347
2002-03,DET,29.466666666666665,200.49066666666667,98.82257706666665
2002-03,GSW,25.625,197.8025,98.826357
2002-03,HOU,25.928571428571427,203.3814285714286,103.19218000000001
2002-03,IND,26.4,201.676,101.63484746666667
2002-03,LAC,25.8,203.53866666666667,105.98933066666667
2002-03,LAL,27.785714285714285,201.93,105.65453657142858
2002-03,MEM,25.0,200.99866666666668,98.73185866666667
2002-03,MIA,27.142857142857142,199.39000000000001,100.50302742857143
2002-03,MIL,28.153846153846153,204.5676923076923,104.779752
2002-03,MIN,28.571428571428573,199.39000000000001,100.60022571428571
2002-03,NJN,28.466666666666665,200.99866666666668,100.63694506666667
2002-03,NOH,28.866666666666667,198.4586666666667,100.7881424
2002-03,NYK,28.923076923076923,199.68307692307692,99.96469846153846
2002-03,ORL,27.8,201.84533333333331,101.4231712
2002-03,PHI,28.142857142857142,200.47857142857143,103.12738114285715
2002-03,PHX,26.928571428571427,203.56285714285715,106.43212285714286
2002-03,POR,29.066666666666666,201.50666666666666,102.11867893333333
2002-03,SAC,28.142857142857142,201.02285714285716,99.62824285714285
2002-03,SAS,30.307692307692307,201.6369230769231,101.604608
2002-03,SEA,26.428571428571427,203.74428571428572,105.13614571428572
2002-03,TOR,27.88888888888889,203.3411111111111,100.59662577777777
2002-03,UTA,30.076923076923077,201.6369230769231,104.779752
2002-03,WAS,27.6875,201.29500000000002,103.078782
2003-04,ATL,27.1875,203.5175,102.4834425
2003-04,BOS,26.285714285714285,201.02285714285716,101.604608
2003-04,CHI,27.1875,201.6125,98.9114055
2003-04,CLE,25.866666666666667,202.18400000000003,104.02376533333333
2003-04,DAL,28.692307692307693,202.02769230769232,102.89560061538462
2003-04,DEN,26.666666666666668,201.676,99.18545066666667
2003-04,DET,28.0,202.02769230769232,102.33733353846154
2003-04,GSW,28.470588235294116,198.8670588235294,100.85751529411765
2003-04,HOU,29.333333333333332,201.168,107.38034613333333
2003-04,IND,26.8,201.84533333333331,100.48574773333333
2003-04,LAC,27.0,200.18375,104.609655
2003-04,LAL,28.933333333333334,202.18400000000003,106.83603573333333
2003-04,MEM,25.466666666666665,201.168,100.18335306666667
2003-04,MIA,27.352941176470587,202.75176470588235,103.79252235294118
2003-04,MIL,27.0,201.02285714285716,99.85503885714286
2003-04,MIN,29.125,199.23125,100.4989775
2003-04,NJN,28.764705882352942,199.91294117647058,97.68237129411764
2003-04,NOH,29.866666666666667,197.612,100.63694506666667
2003-04,NYK,28.3125,204.1525,103.532374
2003-04,ORL,25.533333333333335,202.52266666666668,101.66508693333334
2003-04,PHI,28.071428571428573,200.47857142857143,101.76660514285716
2003-04,PHX,24.416666666666668,202.77666666666667,103.60797266666667
2003-04,POR,26.105263157894736,201.3284210526316,101.34200210526315
2003-04,SAC,29.46153846153846,202.02769230769232,102.26755015384614
2003-04,SAS,28.58823529411765,198.71764705882356,96.66845976470589
2003-04,SEA,26.285714285714285,202.29285714285714,101.41021142857143
2003-04,TOR,28.375,201.13625,100.640725
2003-04,UTA,26.529411764705884,203.20000000000002,102.3250188235294
2003-04,WAS,26.2,200.32133333333334,99.48784533333334
2004-05,ATL,27.529411764705884,203.34941176470588,105.17998023529411
2004-05,BOS,25.333333333333332,201.295,102.92758466666668
2004-05,CHA,25.41176470588235,200.66,101.79138117647058
2004-05,CHI,26.333333333333332,199.81333333333333,100.90910026666667
2004-05,CLE,26.6875,202.72375,104.836451
2004-05,DAL,27.928571428571427,204.83285714285714,102.80338685714285
2004-05,DEN,28.333333333333332,199.136,97.15940640000001
2004-05,DET,28.666666666666668,200.99866666666668,102.0582
2004-05,GSW,25.615384615384617,203.39538461538461,103.62832615384615
2004-05,HOU,31.294117647058822,199.61411764705883,100.48396894117647
2004-05,IND,27.85,203.327,103.2828984
2004-05,LAC,27.176470588235293,199.61411764705883,98.00255388235294
2004-05,LAL,26.733333333333334,201.84533333333331,101.30221333333334
2004-05,MEM,26.0,200.49066666666667,101.54412906666667
2004-05,MIA,28.533333333333335,202.86133333333333,104.59831519999999
2004-05,MIL,28.4,202.18400000000003,103.17706026666666
2004-05,MIN,29.428571428571427,200.8414285714286,99.46624571428572
2004-05,NJN,27.764705882352942,200.36117647058822,99.6568305882353
2004-05,NOH,25.77777777777778,201.50666666666666,103.44417555555555
2004-05,NYK,27.333333333333332,202.01466666666667,101.90700266666666
2004-05,ORL,27.75,201.13625,102.7669375
2004-05,PHI,27.285714285714285,199.02714285714288,100.34103028571428
2004-05,PHX,26.785714285714285,199.93428571428572,99.01265371428572
2004-05,POR,25.9375,199.0725,98.5145125
2004-05,SAC,27.6,199.98266666666666,102.0582
2004-05,SAS,28.6875,200.3425,101.6896565
2004-05,SEA,26.4,200.99866666666668,103.418976
2004-05,TOR,27.571428571428573,202.4742857142857,103.19218000000001
2004-05,UTA,26.3125,201.29500000000002,101.094317
2004-05,WAS,25.9375,202.2475,100.5556765
2005-06,ATL,23.615384615384617,200.26923076923077,101.43014953846154
2005-06,BOS,25.071428571428573,201.56714285714287,105.62213714285714
2005-06,CHA,25.4,200.15200000000002,103.08634186666667
2005-06,CHI,26.0,200.66,101.36447105882353
2005-06,CLE,26.733333333333334,202.52266666666668,100.63694506666667
2005-06,DAL,27.6875,202.8825,101.0092685
2005-06,DEN,28.0,199.01647058823528,98.96310164705882
2005-06,DET,28.4,200.82933333333332,101.03005813333333
2005-06,GSW,25.133333333333333,199.30533333333332,101.54412906666667
2005-06,HOU,28.6875,200.025,100.4989775
2005-06,IND,27.933333333333334,202.35333333333335,103.90280746666667
2005-06,LAC,27.5625,202.40625,100.2154825
2005-06,LAL,25.647058823529413,203.05058823529413,103.84588611764705
2005-06,MEM,27.6,198.28933333333333,98.00611146666667
2005-06,MIA,27.941176470588236,201.5564705882353,103.65911294117646
2005-06,MIL,27.714285714285715,201.02285714285716,99.109852
2005-06,MIN,26.428571428571427,198.8457142857143,96.841892
2005-06,NJN,28.333333333333332,200.99866666666668,100.54622666666667
2005-06,NOK,26.88235294117647,199.46470588235294,100.21715011764707
2005-06,NYK,27.0,200.50125,105.3750915
2005-06,ORL,26.875,201.6125,100.0453855
2005-06,PHI,26.5,200.66,100.6690745
2005-06,PHX,27.1875,201.93,100.697424
2005-06,POR,24.928571428571427,201.3857142857143,99.66064228571429
2005-06,SAC,26.928571428571427,200.47857142857143,102.09059942857142
2005-06,SAS,29.8,200.66,100.15311360000001
2005-06,SEA,25.785714285714285,200.1157142857143,100.01703599999999
2005-06,TOR,27.533333333333335,200.49066666666667,101.2417344
2005-06,UTA,25.8,201.33733333333333,104.11448373333333
2005-06,WAS,26.642857142857142,203.01857142857145,104.39095885714286
2006-07,ATL,25.27777777777778,200.3777777777778,101.604608
2006-07,BOS,25.1875,200.025,102.0298505
2006-07,CHA,27.125,201.29500000000002,100.35723
2006-07,CHI,26.357142857142858,199.02714285714288,99.62824285714285
2006-07,CLE,27.866666666666667,200.82933333333332,101.09053706666667
2006-07,DAL,28.466666666666665,202.01466666666667,102.20939733333333
2006-07,DEN,26.785714285714285,201.20428571428573,101.08621714285714
2006-07,DET,28.733333333333334,200.49066666666667,100.93933973333333
2006-07,GSW,25.5,199.54875,99.3649975
2006-07,HOU,27.785714285714285,202.11142857142858,102.57659085714286
2006-07,IND,27.0,202.01466666666664,101.48365013333334
2006-07,LAC,27.444444444444443,199.39,97.57267911111111
2006-07,LAL,26.071428571428573,201.02285714285716,102.1553982857143
2006-07,MEM,26.266666666666666,198.96666666666667,97.82467466666667
2006-07,MIA,28.75,201.13625,102.3700445
2006-07,MIL,25.4375,198.91375,98.599561
2006-07,MIN,27.071428571428573,199.02714285714288,102.965384
2006-07,NJN,27.066666666666666,202.52266666666668,102.63274986666667
2006-07,NOK,26.333333333333332,200.66,99.1552112
2006-07,NYK,26.266666666666666,201.676,106.89651466666666
2006-07,ORL,26.666666666666668,200.152,99.63904266666667
2006-07,PHI,26.125,200.81875,99.4216965
2006-07,PHX,29.428571428571427,200.84142857142857,100.79462228571428
2006-07,POR,24.9375,201.29500000000002,100.867521
2006-07,SAC,27.642857142857142,200.47857142857143,102.965384
2006-07,SAS,29.8,202.01466666666664,101.33245280000001
2006-07,SEA,26.375,200.3425,102.001501
2006-07,TOR,26.3125,200.18375,99.563444
2006-07,UTA,25.642857142857142,200.1157142857143,104.61775485714286
2006-07,WAS,26.75,202.8825,107.331207
2007-08,ATL,24.25,200.025,99.41224666666666
2007-08,BOS,28.866666666666667,200.152,100.8788608
2007-08,CHA,27.53846153846154,198.51076923076923,97.62695507692307
2007-08,CHI,24.3125,200.50125,98.996454
2007-08,CLE,28.4375,201.45375,102.5968405
2007-08,DAL,30.066666666666666,199.64399999999998,101.03005813333334
2007-08,DEN,27.6,199.47466666666665,100.30431093333333
2007-08,DET,28.266666666666666,201.50666666666666,98.82257706666665
2007-08,GSW,26.25,201.13625,98.542862
2007-08,HOU,27.941176470588236,202.15411764705883,102.45842823529412
2007-08,IND,26.625,201.77125,102.1999475
2007-08,LAC,27.57894736842105,197.9863157894737,98.4055907368421
2007-08,LAL,26.533333333333335,203.53866666666667,104.32616
2007-08,MEM,25.071428571428573,200.66,99.27184914285714
2007-08,MIA,27.42105263157895,199.99157894736842,99.05016884210526
2007-08,MIL,26.857142857142858,200.8414285714286,102.38219428571428
2007-08,MIN,26.142857142857142,200.47857142857143,104.779752
2007-08,NJN,26.76923076923077,201.05076923076922,100.59274892307693
2007-08,NOH,27.733333333333334,201.50666666666666,98.85281653333332
2007-08,NYK,26.4,200.66,106.38244373333333
2007-08,ORL,27.866666666666667,201.168,102.20939733333333
2007-08,PHI,26.23076923076923,200.66,99.51110646153846
2007-08,PHX,30.076923076923077,201.05076923076922,103.80278461538462
2007-08,POR,24.46153846153846,202.41846153846154,100.24383200000001
2007-08,SAC,27.41176470588235,202.15411764705883,101.71133552941176
2007-08,SAS,30.647058823529413,199.1658823529412,97.94919011764706
2007-08,SEA,26.58823529411765,200.95882352941177,99.89696752941177
2007-08,TOR,27.875,201.93,100.35723
2007-08,UTA,25.714285714285715,201.20428571428573,104.35855942857143
2007-08,WAS,26.583333333333332,202.56500000000003,103.04098266666666
2008-09,ATL,25.733333333333334,199.30533333333332,103.02586293333334
2008-09,BOS,27.6,198.79733333333334,100.72766346666667
2008-09,CHA,26.529411764705884,201.4070588235294,104.13938682352942
2008-09,CHI,27.307692307692307,200.46461538461537,97.87119692307692
2008-09,CLE,27.0625,202.2475,103.6174225
2008-09,DAL,28.266666666666666,201.168,99.79024
2008-09,DEN,27.153846153846153,200.8553846153846,99.7204566153846
2008-09,DET,27.76923076923077,200.66,100.41829046153846
2008-09,GSW,24.4375,199.7075,96.5867465
2008-09,HOU,28.4,202.35333333333335,106.08004906666666
2008-09,IND,27.214285714285715,202.29285714285714,101.02141828571429
2008-09,LAC,27.0,200.81875,102.5401415
2008-09,LAL,26.333333333333332,203.2,102.54203146666667
2008-09,MEM,25.0,203.20000000000002,102.511792
2008-09,MIA,26.533333333333335,200.99866666666668,100.81838186666667
2008-09,MIL,27.8,199.98266666666666,99.54832426666667
2008-09,MIN,26.733333333333334,200.49066666666667,102.36059466666667
2008-09,NJN,25.785714285714285,201.93,101.66940685714287
2008-09,NOH,29.285714285714285,203.01857142857145,101.2482142857143
2008-09,NYK,25.764705882352942,203.49882352941177,104.35284188235293
2008-09,OKC,25.75,201.13625000000002,101.2360645
2008-09,ORL,28.5,199.20857142857145,97.19828571428572
2008-09,PHI,28.0,200.07384615384615,101.43014953846154
2008-09,PHX,27.714285714285715,200.66,101.24821428571428
2008-09,POR,24.428571428571427,202.83714285714285,100.08183485714287
2008-09,SAC,26.714285714285715,201.02285714285716,99.66064228571429
2008-09,SAS,29.526315789473685,199.32315789473682,99.2889014736842
2008-09,TOR,26.3125,201.77125,102.511792
2008-09,UTA,26.4,201.33733333333333,105.71717546666667
2008-09,WAS,27.066666666666666,202.52266666666668,101.57436853333334
2009-10,ATL,27.214285714285715,202.11142857142858,104.48815714285715
2009-10,BOS,29.066666666666666,198.96666666666667,102.39083413333333
2009-10,CHA,27.133333333333333,202.35333333333335,100.84862133333333
2009-10,CHI,27.466666666666665,199.136,98.58066133333334
2009-10,CLE,28.2,201.168,102.81418666666667
2009-10,DAL,30.692307692307693,199.2923076923077,100.10426523076923
2009-10,DEN,27.923076923076923,200.46461538461537,101.53482461538462
2009-10,DET,27.428571428571427,201.02285714285716,100.14663371428571
2009-10,GSW,26.529411764705884,201.12823529411767,98.5254574117647
2009-10,HOU,26.3125,200.18375,99.9886865
2009-10,IND,26.785714285714285,201.02285714285716,100.50302742857143
2009-10,LAC,27.1875,200.025,99.960337
2009-10,LAL,27.76923076923077,202.02769230769232,103.62832615384615
2009-10,MEM,24.8125,202.565,102.0865495
2009-10,MIA,27.666666666666668,200.32133333333334,101.03005813333334
2009-10,MIL,28.0625,200.50125,99.9886865
2009-10,MIN,25.066666666666666,202.52266666666668,104.53783626666667
2009-10,NJN,26.2,201.33733333333333,100.99981866666667
2009-10,NOH,28.46153846153846,200.46461538461537,100.2787236923077
2009-10,NYK,26.428571428571427,200.47857142857143,101.21581485714286
2009-10,OKC,25.647058823529413,200.80941176470589,101.04428847058823
2009-10,ORL,28.416666666666668,199.1783333333333,99.82803933333334
2009-10,PHI,26.571428571428573,200.1157142857143,97.36028285714285
2009-10,PHX,27.428571428571427,202.83714285714285,103.51617428571429
2009-10,POR,26.2,200.82933333333332,100.36478986666665
2009-10,SAC,25.9375,202.8825,105.88538249999999
2009-10,SAS,28.0,200.47857142857143,100.34103028571428
2009-10,TOR,26.2,202.35333333333335,101.151016
2009-10,UTA,25.615384615384617,200.66,105.51247753846154
2009-10,WAS,27.333333333333332,198.82555555555555,97.01828888888889
2010-11,ATL,27.785714285714285,203.20000000000002,105.29814285714285
2010-11,BOS,29.125,200.9775,103.6741215
2010-11,CHA,27.0,201.6125,102.001501
2010-11,CHI,28.428571428571427,200.66000000000003,99.20705028571429
2010-11,CLE,26.375,200.9775,102.4267435
2010-11,DAL,29.733333333333334,200.99866666666668,98.85281653333332
2010-11,DEN,26.785714285714285,202.83714285714288,105.26574342857143
2010-11,DET,27.846153846153847,202.22307692307692,100.41829046153846
2010-11,GSW,26.0,200.3457142857143,98.21274457142856
2010-11,HOU,26.333333333333332,203.36933333333334,104.38663893333334
2010-11,IND,26.4,200.82933333333332,99.30640853333334
2010-11,LAC,25.357142857142858,200.1157142857143,104.71495314285714
2010-11,LAL,29.6,202.01466666666667,104.35639946666667
2010-11,MEM,26.0,199.39,100.187133
2010-11,MIA,30.875,202.565,106.2822755
2010-11,MIL,27.733333333333334,198.96666666666667,99.91119786666667
2010-11,MIN,24.357142857142858,199.93428571428572,99.8874382857143
2010-11,NJN,26.176470588235293,199.61411764705883,97.62900752941177
2010-11,NOH,27.066666666666666,202.692,103.81208906666667
2010-11,NYK,27.2,200.15200000000002,99.12497173333333
2010-11,OKC,25.533333333333335,200.32133333333334,102.57227093333333
2010-11,ORL,28.0,199.8133333333333,101.79360466666667
2010-11,PHI,27.066666666666666,201.676,100.15311360000001
2010-11,PHX,28.214285714285715,201.74857142857144,101.151016
2010-11,POR,27.875,202.2475,99.79024
2010-11,SAC,25.066666666666666,200.99866666666668,100.36478986666665
2010-11,SAS,28.6875,199.39000000000001,100.640725
2010-11,TOR,25.41176470588235,202.30352941176469,102.75192894117647
2010-11,UTA,26.9375,202.565,103.6174225
2010-11,WAS,25.352941176470587,201.85529411764705,101.31110729411765
2011-12,ATL,30.133333333333333,201.676,104.17496266666667
2011-12,BOS,28.647058823529413,201.4070588235294,101.151016
2011-12,CHA,26.266666666666666,200.852,100.35262453333333
2011-12,CHI,28.642857142857142,199.75285714285715,97.295484
2011-12,CLE,25.875,200.3425,100.980919
2011-12,DAL,30.066666666666666,201.33733333333333,99.82047946666667
2011-12,DEN,26.0,202.52266666666668,100.57646613333333
2011-12,DET,27.571428571428573,200.1157142857143,98.13786914285716
2011-12,GSW,26.470588235294116,203.34941176470588,102.67188329411765
2011-12,HOU,27.2,197.97333333333333,97.90672373333334
2011-12,IND,26.866666666666667,201.168,101.36269226666667
2011-12,LAC,27.8,197.78133333333332,101.51388960000001
2011-12,LAL,27.4,201.84533333333331,100.93933973333333
2011-12,MEM,26.9375,199.54874999999998,103.0504325
2011-12,MIA,29.066666666666666,202.184,104.779752
2011-12,MIL,25.5625,202.2475,101.094317
2011-12,MIN,25.333333333333332,201.676,102.8746656
2011-12,NJN,26.545454545454547,199.73636363636362,100.5943349090909
2011-12,NOH,25.904761904761905,202.11142857142858,102.36059466666666
2011-12,NYK,27.41176470588235,202.00470588235294,103.31224847058824
2011-12,OKC,26.375,199.54875,101.6329575
2011-12,ORL,27.0,199.23125,99.79024
2011-12,PHI,26.625,202.565,99.7618905
2011-12,PHX,29.076923076923077,200.66,98.63881415384616
2011-12,POR,26.642857142857142,200.87142857142857,100.26319714285715
2011-12,SAC,25.0,200.29714285714286,98.91545542857143
